unique.id,cited.species,gender,considered.species,country,admin2,admin3,locality,col.start.year,col.finish.year,1.year.monthly?,lon_orig,lat_orig,mun_geocod,mun_lon,mun_lat,area.mun.km,lon_dec,lat_dec,coord.prec,loc_type_wieczorek,fonte das coordenadas,ref,pub.year,obs,n
6808,L. flaviscutellata,,L_flaviscutellata,Suriname,Sipaliwini,,"Village of Poesoegroenoe, on the Saramacca River",1981,1981,0, 55°48' W,4°35' N,,,,,-55.808333,4.591667,1,coordinates,Cited in ref,Hudson & Young 1985: 418,1985,,
6797,L. flaviscutellata,MF,L_flaviscutellata,Suriname,Sipaliwini,,"Aseli Kamp, a semi-permanent agricultural settlement of seven houses in a forest clearing by the Lawa River (the eastern border of Suriname)",1981,1981,0, 54°24' W,4°17' N,,,,,-54.408333,4.291667,1,coordinates,Cited in ref,Hudson & Young 1985: 418,1985,,
6798,L. umbratilis,MF,L_umbratilis,Suriname,Sipaliwini,,"Aseli Kamp, a semi-permanent agricultural settlement of seven houses in a forest clearing by the Lawa River (the eastern border of Suriname)",1981,1981,0, 54°24' W,4°17' N,,,,,-54.408333,4.291667,1,coordinates,Cited in ref,Hudson & Young 1985: 418,1985,,
3700,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Almeirim,"tree 1, site 1 (area 2) VER FOTO",1981,,,,,1500503,-52.576835,-1.527339,72954.798,-52.651438,-0.780765,2,,"Ready et al 1983, Google Earth",Ready et al. 1986: 29,1986,mesmo ponto de Ready et al 1983,
5255,L. longipalpis,,L_longipalpis,Brazil,Rio de Janeiro,Rio de Janeiro,Campo Grande,1981,,,43º 31' 15''W,22º 54' 23'' S,3304557,-43.227875,-22.876652,1200.179,-43.520833,-22.906389,1,coordinates,Cited in ref,Lima et al. 1981,1981,,
5256,L. migonei,,L_migonei,Brazil,Rio de Janeiro,Rio de Janeiro,Campo Grande,1981,,,43º 31' 15''W,22º 54' 23'' S,3304557,-43.227875,-22.876652,1200.179,-43.520833,-22.906389,1,coordinates,Cited in ref,Lima et al. 1981,1981,,
5257,L. whitmani,,L_whitmani,Brazil,Rio de Janeiro,Rio de Janeiro,Campo Grande,1981,,,43º 31' 15''W,22º 54' 23'' S,3304557,-43.227875,-22.876652,1200.179,-43.520833,-22.906389,1,coordinates,Cited in ref,Lima et al. 1981,1981,,
323,L. flaviscutellata,,L_flaviscutellata,Brazil,Acre,Cruzeiro do Sul,,1981,,,,,1200203,-72.672531,-7.63069,8779.402,-72.685928,-7.645793,2,,Google Earth,Arias & Freitas 1982,1982,Mapas do estado com áreas de coleta,
337,L. flaviscutellata,,L_flaviscutellata,Brazil,Acre,Rio Branco,,1981,,,,,1200401,-67.810529,-9.978299,8835.52,-67.772621,-9.959261,2,,Google Earth,Arias & Freitas 1982,1982,Mapas do estado com áreas de coleta,
3691,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Almeirim,"Plantações de invasoras próximas a Monte Dourado, ao longo do Rio Jari. ""Sites 3, 4, 5, 6 e 7"" com a espécie. Descrição detalhada de cada um no artigo.",1981,1982,,52°40'W,0°47'S,1500503,-52.576835,-1.527339,72954.798,-52.651438,-0.780765,1,coordinates,Cited in ref/Google Earth,Ready et al. 1983,1983,mapa com PONTOS DE COLETA,
3692,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Almeirim,"Plantações de invasoras próximas a Monte Dourado, ao longo do Rio Jari. ""Sites 3, 4, 5, 6 e 7"" com a espécie. Descrição detalhada de cada um no artigo.",1981,1982,,52°40'W,0°47'S,1500503,-52.576835,-1.527339,72954.798,-52.651438,-0.780765,2,,,Ready et al. 1983,1983,,
3693,L. umbratilis,,L_umbratilis,Brazil,Pará,Almeirim,"Plantações de invasoras próximas a Monte Dourado, ao longo do Rio Jari. ""Sites 3, 4, 5, 6 e 7"" com a espécie. Descrição detalhada de cada um no artigo.",1981,1982,,52°40'W,0°47'S,1500503,-52.576835,-1.527339,72954.798,-52.651438,-0.780765,2,,,Ready et al. 1983,1983,,
3695,L. whitmani,,L_whitmani,Brazil,Pará,Almeirim,"Plantações de invasoras próximas a Monte Dourado, ao longo do Rio Jari. ""Sites 3, 4, 5, 6 e 7"" com a espécie. Descrição detalhada de cada um no artigo.",1981,1982,,52°40'W,0°47'S,1500503,-52.576835,-1.527339,72954.798,-52.651438,-0.780765,2,,,Ready et al. 1983,1983,,
3762,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Belém,"""Catu Forest"", área do Instituto de Pesquisas Agropecuárias do Norte",1981,1982,,,,1501402,-48.487826,-1.459845,1059.458,-48.38609,-1.440542,2,,Google Earth,Hervé et al. 1984,1984,,
3763,L. flaviscutellata,F,L_flaviscutellata,Brazil,Pará,Belém,"""Catu Forest"", área do Instituto de Pesquisas Agropecuárias do Norte",1981,1982,,,,1501402,-48.487826,-1.459845,1059.458,-48.38609,-1.440542,2,,Google Earth,Hervé et al. 1984,1984,,
3694,L. umbratilis,,L_umbratilis,Brazil,Pará,Almeirim,"Plantações de invasoras próximas a Monte Dourado, ao longo do Rio Jari. ""Sites 3, 4, 5, 6 e 7"" com a espécie. Descrição detalhada de cada um no artigo.",1981,1982,,52°40'W,0°47'S,1500503,-52.576835,-1.527339,72954.798,-52.651438,-0.780765,2,,,Ready et al. 1986,1986,,
6805,L. flaviscutellata,F,L_flaviscutellata,Suriname,Sipaliwini,,Poesoegroenoe (ponto 16 no mapa),1981,1981,0,,,,,,,-55.808333,4.591667,2,,Google Earth,Burgos & Hudson 1994,1994,"mapa com localidades, citadas em uma lista, exemplares capturados em outros estudos",
6783,L. flaviscutellata,MF,L_flaviscutellata,Suriname,Para,,Matta (ponto 4 no mapa),1981,1982,0,,,,,,,-55.310444,5.439267,2,,Google Earth,Burgos & Hudson 1994,1994,"mapa com localidades, citadas em uma lista, exemplares capturados em outros estudos",
5506,L. flaviscutellata,F,L_flaviscutellata,Brazil,Rondônia,Ji-Paraná,Reserva do Incra nº 1,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR,NA,CPqRR 2314,
678,L. flaviscutellata,F,L_flaviscutellata,Brazil,Amazonas,Rio Preto da Eva,Estrada que liga Manaus a Itaquatiara (AM-010) km 75,1981,1981,0,,,1303569,-59.704738,-2.693302,5813.224,-59.607119,-2.627897,2,,Google Earth,Collection data: CPqRR,NA,CPqRR 2306,
327,L. umbratilis,,L_umbratilis,Brazil,Acre,Feijó,Aeroporto,1981,1981,0,,,1200302,-70.353984,-8.160248,27975.427,-70.339389,-8.142304,2,,,Collection data: CPqRR (speciesLink),NA,,
328,L. whitmani,,L_whitmani,Brazil,Acre,Feijó,Aeroporto,1981,1981,0,,,1200302,-70.353984,-8.160248,27975.427,-70.339389,-8.142304,2,,,Collection data: CPqRR (speciesLink),NA,,
5471,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,BR 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5472,L. migonei,,L_migonei,Brazil,Rondônia,Guajará-Mirim,Colônia do Lata,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5473,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Colônia do Lata,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5474,L. whitmani,,L_whitmani,Brazil,Rondônia,Guajará-Mirim,Colônia do Lata,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5475,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Estrada 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5476,L. whitmani,,L_whitmani,Brazil,Rondônia,Guajará-Mirim,Estrada 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5477,L. migonei,,L_migonei,Brazil,Rondônia,Guajará-Mirim,Estrada BR 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5478,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Estrada BR 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5479,L. whitmani,,L_whitmani,Brazil,Rondônia,Guajará-Mirim,Estrada BR 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5480,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Estrada da Lagoa das Garças,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5484,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Estrada do Palheta,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5485,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Guajará-Mirim,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5486,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Igarapé Palheta,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5487,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Lagoa das Garças,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5488,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Pé da Serra dos Parecis,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.26512,-10.72016,2,,,Collection data: CPqRR (speciesLink),NA,,
5489,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Serra dos Parecis,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.26512,-10.72016,2,,,Collection data: CPqRR (speciesLink),NA,,
5490,L. whitmani,,L_whitmani,Brazil,Rondônia,Guajará-Mirim,Serra dos Parecis,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.26512,-10.72016,2,,,Collection data: CPqRR (speciesLink),NA,,
5434,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ariquemes,BR 421 - Linha D40 a 20 Km da cidade,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5435,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ariquemes,BR RO,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5436,L. migonei,,L_migonei,Brazil,Rondônia,Ariquemes,Estrada 364,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5437,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ariquemes,Estrada 364 linha 40,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5438,L. whitmani,,L_whitmani,Brazil,Rondônia,Ariquemes,Estrada 364 linha 40,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5439,L. whitmani,,L_whitmani,Brazil,Rondônia,Ariquemes,,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5494,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ji-Paraná,Bairo da cidade,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5499,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Jaru - margem esquerda do rio Jaru,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5502,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Ouro Preto,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5503,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Ji-Paraná,Reserva do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5504,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ji-Paraná,Reserva do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5505,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Reserva do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5507,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ji-Paraná,Reserva Florestal do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5508,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Reserva Florestal do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
5497,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ji-Paraná,Estrada nova do Aeroporto,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.853872,-10.878415,2,,,Collection data: CPqRR (speciesLink),NA,,
5498,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Estrada nova do Aeroporto,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.853872,-10.878415,2,,,Collection data: CPqRR (speciesLink),NA,,
568,L. umbratilis,,L_umbratilis,Brazil,Amazonas,Manaus,"Estrada Manaus, Km 75 (BI11) - Itaquatiara",1981,1981,0,,,1302603,-60.023335,-3.134691,11401.092,-60.023335,-3.134691,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
569,L. umbratilis,,L_umbratilis,Brazil,Amazonas,Manaus,Estrada que liga Manaus a Iataquatiara,1981,1981,0,,,1302603,-60.023335,-3.134691,11401.092,-60.023335,-3.134691,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
570,L. flaviscutellata,,L_flaviscutellata,Brazil,Amazonas,Manaus,Estrada que liga Manaus a Itaquatiringa (CIGS),1981,1981,0,,,1302603,-60.023335,-3.134691,11401.092,-60.023335,-3.134691,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
571,L. umbratilis,,L_umbratilis,Brazil,Amazonas,Manaus,Estrada que liga Manaus a Itaquatiringa (CIGS),1981,1981,0,,,1302603,-60.023335,-3.134691,11401.092,-60.023335,-3.134691,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
1097,L. migonei,,L_migonei,Brazil,Espírito Santo,Linhares,Parque Nacional de Sooretama,1981,1981,0,,,3203205,-40.065306,-19.398106,3504.137,-40.065306,-19.398106,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),NA,,
578,L. umbratilis,,L_umbratilis,Brazil,Amazonas,Manaus,Parque das Laranjeiras,1981,1981,0,,,1302603,-60.023335,-3.134691,11401.092,-60.013328,-3.072794,2,,Google Earth,Collection data: IEC,NA,,
3684,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Almeirim,"Jari, plantação de Gmelina",1981,1981,0,,,1500503,-52.576835,-1.527339,72954.798,-52.651438,-0.780765,2,,"Ready et al 1983, Google Earth, Planilha L. flaviscutellata",Collection data: IEC,NA,,
3685,L. umbratilis,,L_umbratilis,Brazil,Pará,Almeirim,"Jari, plantação de Gmelina",1981,1981,0,,,1500503,-52.576835,-1.527339,72954.798,-52.651438,-0.780765,2,,"Ready et al 1983, Google Earth, Planilha L. flaviscutellata",Collection data: IEC,NA,,
3686,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Almeirim,"Jari, Vila do Braço, plantação de melina",1981,1981,0,,,1500503,-52.576835,-1.527339,72954.798,-52.651438,-0.780765,2,,"Ready et al 1983, Google Earth, Planilha L. flaviscutellata",Collection data: IEC,NA,,
4118,L. complexa,M,L_complexa,Brazil,Pará,Paragominas,"Faz. Uraim, IW3 Mata Alta",1981,1981,0,,,1505502,-47.356962,-2.994191,19342.254,-46.99996,-3.234877,1,coordinates,Cited in ref,Collection data: IEC,NA,,
4119,L. wellcomei,M,L_wellcomei,Brazil,Pará,Paragominas,"Faz. Uraim, IW3 Mata Alta",1981,1981,0,,,1505502,-47.356962,-2.994191,19342.254,-46.99996,-3.234877,1,coordinates,Cited in ref,Collection data: IEC,NA,,
334,L. whitmani,,L_whitmani,Brazil,Acre,Rio Branco,"Estrada para Porto Acre, Km 11",1981,1981,0,,,1200401,-67.810529,-9.978299,8835.52,-67.810529,-9.978299,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),NA,,
576,L. umbratilis,,L_umbratilis,Brazil,Amazonas,Manaus,Morro do Palavrão,1981,1981,0,,,1302603,-60.023335,-3.134691,11401.092,-60.023335,-3.134691,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),NA,,
577,L. migonei,,L_migonei,Brazil,Amazonas,Manaus,Parque das Laranjeiras,1981,1981,0,,,1302603,-60.023335,-3.134691,11401.092,-60.013328,-3.072794,2,,Google Earth,Collection data: INPA (Rui Freitas),NA,,
579,L. umbratilis,,L_umbratilis,Brazil,Amazonas,Manaus,Parque das Laranjeiras,1981,1981,0,,,1302603,-60.023335,-3.134691,11401.092,-60.013328,-3.072794,2,,Google Earth,Collection data: INPA (Rui Freitas),NA,,
580,L. whitmani,,L_whitmani,Brazil,Amazonas,Manaus,Parque das Laranjeiras,1981,1981,0,,,1302603,-60.023335,-3.134691,11401.092,-60.013328,-3.072794,2,,Google Earth,Collection data: INPA (Rui Freitas),NA,,
3865,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Cachoeira do Arari,"Vila de Camará, a small village on the west bank of the river Camará, in eastern Marajó. Approximately 30 km from Campina, near Salvaterra, and the same distance from Cachoeira do Arari",1982,,,,,1502004,-48.960668,-1.008786,3100.261,-48.668848,-0.89225,2,,Google Earth,Lainson et al. 1983: 326,1983,"Mapa com localidade, ver foto do iphone. Na descrição da localidade os autores dão coordenadas das cidades próximas: Salvaterra (0°46'S 48°31'W) e Cachoeira do Arari (1°01'S 48°58'W).",
6648,L. flaviscutellata,,L_flaviscutellata,French Guiana,Cayenne,Montsinery,,1982,1983,,,,,,,,-52.502072,4.894779,2,,Google Earth,Dedet et al. 1985: 305,1985,"seasonal dist., nat. Leishmania infections, distribution in the country comments on discussion",
6781,L. umbratilis,F,L_umbratilis,Suriname,Para,,Kabo,1982,1982,0,55°43'W,5°16'N,,,,,-55.813383,5.213555,2,,Google Earth,Hudson & Young 1985: 418,1985,,
6788,L. flaviscutellata,F,L_flaviscutellata,Suriname,Para,,Tonka,1982,1982,0,,,,,,,-55.813383,5.213555,2,,Google Earth,Hudson & Young 1985: 418,1985,,
6789,L. umbratilis,F,L_umbratilis,Suriname,Para,,Tonka,1982,1982,0,,,,,,,-55.813383,5.213555,2,,Google Earth,Hudson & Young 1985: 418,1985,,
6784,L. umbratilis,F,L_umbratilis,Suriname,Para,,Pikien Saron,1982,1982,0,55°22'W,5º25'N,,,,,-55.3577,5.38862,2,,Google Earth,Hudson & Young 1985: 418,1985,,
3864,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Cachoeira do Arari,"Vila de Camará, a small village on the west bank of the river Camará, in eastern Marajó. Approximately 30 km from Campina, near Salvaterra, and the same distance from Cachoeira do Arari",1982,,,,,1502004,-48.960668,-1.008786,3100.261,-48.668848,-0.89225,2,,,Lainson et al. 1983,1983,,
3866,L. longipalpis,,L_longipalpis,Brazil,Pará,Cachoeira do Arari,"Vila de Camará, a small village on the west bank of the river Camará, in eastern Marajó. Approximately 30 km from Campina, near Salvaterra, and the same distance from Cachoeira do Arari",1982,,,,,1502004,-48.960668,-1.008786,3100.261,-48.668848,-0.89225,2,,,Lainson et al. 1983,1983,,
4282,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Campina,1982,,,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Lainson et al. 1983,1983,,
889,L. wellcomei,MF,L_wellcomei,Brazil,Ceará,Guaramiranga,Serra de Baturité,1982,,,,,2305100,-38.940633,-4.262051,59.436,-38.914831,-4.258042,2,,,Ready et al. 1983,1983,,
4197,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - Rio Itacaiunas (points 6/7 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.477662,-5.87636,2,,,Ready et al. 1984,1984,Ready confirmed that this locality has only L. complexa (based on Ready et al 1984),
4173,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - N2 (point 5 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ready et al. 1984,1984,(complexus and wellcomei),
4174,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N2 (point 5 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ready et al. 1984,1984,(complexus and wellcomei),
4209,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - x1 (point 4 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.243928,-6.069698,2,,,Ready et al. 1984,1984,(complexus and wellcomei),
4210,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - x1 (point 4 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.243928,-6.069698,2,,,Ready et al. 1984,1984,(complexus and wellcomei),
4211,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - x2 (point 3 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.234426,-6.081619,2,,,Ready et al. 1984,1984,(complexus and wellcomei),
4212,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - x2 (point 3 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.234426,-6.081619,2,,,Ready et al. 1984,1984,(complexus and wellcomei),
4213,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - x3 (point 2 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-49.979091,-6.100499,2,,,Ready et al. 1984,1984,(complexus and wellcomei),
4214,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - x3 (point 2 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-49.979091,-6.100499,2,,,Ready et al. 1984,1984,(complexus and wellcomei),
4139,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,"Carajás - ""Parauapebas""",1982,,,,,1505536,-49.900781,-6.07273,6886.208,-49.903299,-6.053229,2,,,Ready et al. 1984,1984,Ready confirmed that this locality has only L. complexa (based on Ready et al 1984),
299,L. longipalpis,,L_longipalpis,Bolivia,La Paz,,Cedro Mayo,1982,,0,,,,,,,-67.7476,-16.218,2,,,Le Pont et al. 1985,1985,see map,
302,L. longipalpis,,L_longipalpis,Bolivia,La Paz,,Tocania,1982,,0,,,,,,,-67.73698,-16.1654,2,,,Le Pont et al. 1985,1985,see map,
301,L. longipalpis,,L_longipalpis,Bolivia,La Paz,,Santa Barbara,1982,,0,,,,,,,-67.71814,-16.15879,2,,,Le Pont et al. 1985,1985,see map,
6739,L. flaviscutellata,,L_flaviscutellata,Peru,Madre de Dios,,Tambopata Reserve,1982,1983,, 69°20' W,12°50' S,,,,,-69.341667,-12.841667,1,coordinates,Cited in ref,Young et al. 1985,1985,,
6782,L. umbratilis,F,L_umbratilis,Suriname,Para,,Kabo (ponto 12 no mapa),1982,1982,0,,,,,,,-55.813383,5.213555,2,,Google Earth,Burgos & Hudson 1994,1994,"lista, autores dizem que coletas antes de 1981 podem conter L. anduzei, portanto não entraram na planilha. mapa com localidades, citadas em uma lista, exemplares capturados em outros estudos",
6790,L. flaviscutellata,F,L_flaviscutellata,Suriname,Para,,Tonka (ponto 12 no mapa),1982,1982,0,,,,,,,-55.813383,5.213555,2,,Google Earth,Burgos & Hudson 1994,1994,"mapa com localidades, citadas em uma lista, exemplares capturados em outros estudos",
6791,L. umbratilis,F,L_umbratilis,Suriname,Para,,Tonka (ponto 12 no mapa),1982,1982,0,,,,,,,-55.813383,5.213555,2,,Google Earth,Burgos & Hudson 1994,1994,"lista, autores dizem que coletas antes de 1981 podem conter L. anduzei, portanto não entraram na planilha. mapa com localidades, citadas em uma lista, exemplares capturados em outros estudos",
6786,L. flaviscutellata,F,L_flaviscutellata,Suriname,Para,,Poika (ponto 3 no mapa),1982,1982,0,,,,,,,-55.493784,5.377307,2,,Google Earth,Burgos & Hudson 1994,1994,"mapa com localidades, citadas em uma lista, exemplares capturados em outros estudos",
6787,L. umbratilis,F,L_umbratilis,Suriname,Para,,Poika (ponto 3 no mapa),1982,1982,0,,,,,,,-55.493784,5.377307,2,,Google Earth,Burgos & Hudson 1994,1994,"lista, autores dizem que coletas antes de 1981 podem conter L. anduzei, portanto não entraram na planilha. mapa com localidades, citadas em uma lista, exemplares capturados em outros estudos",
6785,L. umbratilis,F,L_umbratilis,Suriname,Para,,Pikien Saron (ponto 13 no mapa),1982,1982,0,,,,,,,-55.3577,5.38862,2,,Google Earth,Burgos & Hudson 1994,1994,"lista, autores dizem que coletas antes de 1981 podem conter L. anduzei, portanto não entraram na planilha. mapa com localidades, citadas em uma lista, exemplares capturados em outros estudos",
6796,L. flaviscutellata,MF,L_flaviscutellata,Suriname,Sipaliwini,,Aseli Kamp (ponto 28 no mapa),1982,1982,0,,,,,,,-54.408333,4.291667,2,,Google Earth,Burgos & Hudson 1994,1994,"mapa com localidades, citadas em uma lista, exemplares capturados em outros estudos",
